position,number,name,birthday,goals,assists,+/-,shots,pims,fow,game ID,game date,team,game number,team goals,team assists,team shots,team pims,player age
D,2,"Hilsendager, James  - A",1997-03-20 00:00:00,0,0,0,4,0,0/0,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,20.747945205479454
D,3,"Hair, Kelvin *",2000-05-17 00:00:00,0,0,0,0,0,0/0,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,17.586301369863012
D,4,"Ballhorn, Gordie  - A",1997-09-02 00:00:00,0,1,-1,3,2,0/0,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,20.293150684931508
D,5,"Belcourt, Konrad",2000-05-04 00:00:00,0,0,-1,0,0,0/0,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,17.621917808219177
D,6,"Korczak, Kaedan *",2001-01-29 00:00:00,0,0,-3,3,0,0/0,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,16.882191780821916
D,7,"Zabransky, Libor *",2000-05-26 00:00:00,0,0,0,3,0,0/0,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,17.561643835616437
LW,8,"Cowell, Jack",1999-05-02 00:00:00,0,0,-2,0,2,4/8,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,18.63013698630137
C,9,"Skvrne, Marek *",1999-08-06 00:00:00,0,0,0,1,0,8/8,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,18.367123287671234
C,10,"Brennan, Ted *",2000-01-28 00:00:00,0,0,-2,0,0,2/5,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,17.887671232876713
LW,14,"Kushniryk, Wil *",2000-01-27 00:00:00,0,0,-2,2,2,0/0,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,17.89041095890411
LW,18,"Twarynski, Carsen  - A",1997-11-24 00:00:00,0,0,0,6,0,3/6,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,20.065753424657533
LW,20,"Bruggen-Cate, Conner",1999-09-13 00:00:00,0,0,-2,2,2,0/0,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,18.263013698630136
D,22,"Chizen, Braydyn",1998-05-09 00:00:00,0,0,-3,0,12,0/0,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,19.610958904109587
LW,23,"McGauley, Colum *",2000-03-11 00:00:00,0,0,0,0,0,0/0,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,17.76986301369863
C,24,"Topping, Kyle",1999-11-18 00:00:00,0,1,-2,5,0,12/31,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,18.08219178082192
RW,26,"Kindree, Liam *",2000-01-02 00:00:00,1,0,-1,2,0,1/1,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,17.958904109589042
RW,28,"Mattson, Leif",1999-07-23 00:00:00,0,0,-1,2,0,1/4,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,18.405479452054795
LW,29,"Foote, Nolan",2000-11-29 00:00:00,0,0,0,5,0,9/21,1014968,2017-12-13 19:00:00,Rockets,348,1,2,38,20,17.04931506849315
D,2,"Craven, Joel *",2000-06-27 00:00:00,0,0,-1,0,0,0/0,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,17.473972602739725
D,5,"Rubins, Kristians",1997-12-11 00:00:00,0,0,+1,1,0,0/0,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,20.019178082191782
D,6,"MacPherson, Dylan",1998-04-27 00:00:00,0,0,+2,0,0,0/0,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,19.643835616438356
C,10,"Hamblin, James  - A",1999-04-27 00:00:00,1,1,-1,3,0,15/20,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,18.643835616438356
LW,11,"Anderson, Baxter",2000-03-11 00:00:00,0,0,-2,1,0,0/0,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,17.76986301369863
LW,12,"Rybinski, Henry *",2001-06-26 00:00:00,0,0,-1,1,0,3/3,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,16.476712328767125
RW,14,"Jevne, Ryan  - A",1998-04-08 00:00:00,0,0,+1,2,0,0/0,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,19.695890410958903
RW,16,"Gerlach, Max",1998-04-04 00:00:00,0,0,-3,3,0,4/9,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,19.706849315068492
C,17,"Haden, Gary",1999-01-23 00:00:00,0,0,0,0,0,0/3,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,18.9013698630137
D,19,"Quenneville, David  - A",1998-03-13 00:00:00,1,0,-3,1,2,0/0,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,19.767123287671232
RW,21,"Heathcote, Dawson *",2000-01-02 00:00:00,0,0,-1,1,0,0/0,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,17.958904109589042
RW,22,"Preziuso, Tyler",1999-01-19 00:00:00,0,2,+1,2,0,0/0,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,18.912328767123288
D,25,"Nassen, Linus",1998-05-10 00:00:00,0,0,-2,2,2,0/0,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,19.60821917808219
D,26,"Gally, Dalton",1998-01-26 00:00:00,0,0,-1,1,0,0/0,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,19.893150684931506
LW,27,"Rassell, Mark  - C",1997-02-28 00:00:00,0,1,-2,3,0,0/0,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,20.802739726027397
LW,29,"Chyzowski, Ryan",2000-05-14 00:00:00,1,0,+1,5,2,9/15,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,17.594520547945205
D,34,"Clayton, Cole *",2000-02-29 00:00:00,0,0,0,1,0,0/0,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,17.8
C,36,"White, Jaeger",1998-04-03 00:00:00,0,0,-1,0,2,0/0,1014969,2017-12-13 19:00:00,Tigers,349,3,4,27,8,19.70958904109589
RD,2,"Krebs, Dakota",1999-03-26 00:00:00,0,0,0,0,0,0/0,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,18.731506849315068
LD,4,"Kalinichenko, Roman *",2000-07-06 00:00:00,0,0,-2,0,0,0/0,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,17.44931506849315
LD,6,"Välimäki, Juuso",1998-10-06 00:00:00,0,1,+2,2,0,0/0,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,19.2
D,7,"Bishop, Anthony",1998-04-01 00:00:00,0,1,0,2,0,0/0,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,19.715068493150685
RD,10,"Coghlan, Dylan  - A",1998-02-19 00:00:00,0,1,+2,2,2,0/0,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,19.827397260273973
LW,12,"Topping, Jordan  - A",1997-07-20 00:00:00,0,1,0,5,0,1/1,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,20.413698630136988
C,15,"Rasmussen, Michael  - C",1999-04-17 00:00:00,2,0,+3,3,2,5/12,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,18.671232876712327
RW,16,"Bjorklund, Paycen *",2000-12-11 00:00:00,0,0,-2,1,0,1/1,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,17.016438356164382
C,17,"Focht, Carson",2000-02-04 00:00:00,0,1,+2,1,0,4/8,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,17.86849315068493
LW,20,"James, Maxwell",1997-04-13 00:00:00,0,0,+1,1,2,1/1,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,20.682191780821917
LW,22,"Yaremko, Nolan",1998-05-17 00:00:00,0,1,+2,0,0,1/5,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,19.589041095890412
LW,23,"Johnson, Isaac *",1999-01-24 00:00:00,1,0,+1,1,0,0/1,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,18.898630136986302
LW,24,"Clayton, Brett",1998-11-22 00:00:00,0,0,-1,0,0,0/0,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,19.07123287671233
C,25,"Olson, Kyle",1999-03-22 00:00:00,0,0,-1,3,0,3/11,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,18.742465753424657
C,26,"Sawchuk, Riley",1999-03-18 00:00:00,0,0,0,1,0,0/1,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,18.753424657534246
C,28,"Geekie, Morgan",1998-07-20 00:00:00,3,1,+4,4,0,3/9,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,19.413698630136988
RW,34,"Mutala, Sasha *",2001-05-06 00:00:00,0,0,-2,1,2,0/0,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,16.616438356164384
LD,37,"Gatenby, Dan",1998-09-17 00:00:00,0,0,+2,1,0,0/0,1014969,2017-12-13 19:00:00,Americans,349,6,7,28,8,19.252054794520546
D,3,"Schmiemann, Dom",1999-04-02 00:00:00,0,0,+3,1,4,0/0,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,18.71232876712329
D,4,"Toder, Layne *",2000-01-02 00:00:00,0,0,+4,0,0,0/0,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,17.958904109589042
D,5,"van de Leest, Jackson *",2001-06-15 00:00:00,0,0,0,0,0,0/0,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,16.506849315068493
D,6,"Prokop, Luke *",2002-05-06 00:00:00,0,0,0,1,0,0/0,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,15.616438356164384
D,7,"Esposito, Drea",2000-01-12 00:00:00,0,0,+2,1,0,0/0,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,17.931506849315067
D,8,"Yeryomenko, Vladislav",1999-04-23 00:00:00,1,0,+3,1,0,0/0,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,18.654794520547945
LW,10,"Stukel, Jakob  - A",1997-03-06 00:00:00,1,0,+1,4,0,0/0,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,20.786301369863015
C,11,"Chaulk, Conner",1997-05-20 00:00:00,0,0,+1,1,0,16/20,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,20.58082191780822
C,12,"Kastelic, Mark  - A",1999-03-11 00:00:00,0,1,+1,3,0,12/17,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,18.77260273972603
C,16,"Kryski, Jake",1998-03-08 00:00:00,0,3,+3,2,0,0/0,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,19.78082191780822
LW,18,"Stotts, Riley",2000-01-05 00:00:00,2,1,+3,2,2,7/11,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,17.95068493150685
LW,19,"Grishakov, Andrei",1999-05-17 00:00:00,1,0,+2,2,2,0/0,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,18.589041095890412
LW,22,"Gurney, Justyn",2000-10-01 00:00:00,0,0,+1,0,9,0/0,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,17.21095890410959
C,23,"Huber, Zach *",2000-02-01 00:00:00,0,0,0,1,0,0/0,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,17.876712328767123
LW,24,"Coleman, Luke  - A",1998-09-09 00:00:00,0,0,0,0,0,0/0,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,19.273972602739725
C,25,"Zimmerman, Cael *",2001-01-17 00:00:00,1,1,+2,2,0,2/7,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,16.915068493150685
RW,26,"Fyten, Andrew",1998-10-13 00:00:00,0,2,+2,3,2,0/0,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,19.18082191780822
RW,28,"Wiesblatt, Orca *",2000-06-02 00:00:00,0,0,+1,0,0,0/0,1014970,2017-12-13 19:00:00,Hitmen,350,6,8,24,19,17.542465753424658
D,4,"Warm, Will  - A",1999-04-22 00:00:00,0,0,-2,3,0,0/0,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,18.65753424657534
D,5,"Platz, Jayden",2000-05-06 00:00:00,0,0,-2,1,0,0/0,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,17.616438356164384
D,6,"McLeod, Wyatt",2000-01-27 00:00:00,0,0,0,4,7,0/0,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,17.89041095890411
D,8,"Cap, Ethan",2000-04-17 00:00:00,0,0,-3,2,0,0/0,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,17.66849315068493
C,11,"Soustal, Tomas",1997-02-15 00:00:00,0,1,-1,2,2,5/17,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,20.838356164383562
C,12,"Keeler, Liam *",2001-01-16 00:00:00,0,0,-1,0,0,0/2,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,16.91780821917808
C,13,"Bowman, Nick",2000-03-13 00:00:00,0,0,0,2,0,1/1,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,17.764383561643836
LW,14,"Murray, Davis",1999-09-19 00:00:00,0,0,-1,2,0,0/0,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,18.246575342465754
C,16,"Koch, Davis  - A",1998-06-13 00:00:00,1,0,-4,2,0,1/8,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,19.515068493150686
RW,20,"Kope, David *",2000-10-10 00:00:00,0,0,-2,4,0,0/0,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,17.186301369863013
LW,21,"Neighbours, Jake",2002-03-29 00:00:00,0,0,-1,1,0,0/0,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,15.72054794520548
D,22,"Robertson, Matthew *",2001-03-09 00:00:00,0,0,0,5,0,0/0,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,16.775342465753425
RW,23,"Kehler, Colton  - C",1997-06-27 00:00:00,0,0,-1,1,0,0/0,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,20.476712328767125
C,24,"Kemp, Brett",2000-03-23 00:00:00,0,0,-2,2,0,4/12,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,17.736986301369864
RW,27,"Fix-Wolansky, Trey",1999-05-26 00:00:00,0,0,-4,1,0,0/3,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,18.564383561643837
C,29,"Harris, Brian",1999-01-02 00:00:00,0,0,0,0,0,7/12,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,18.958904109589042
D,37,"McDonald, Conner  - A",1999-05-31 00:00:00,0,0,-3,4,0,0/0,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,18.55068493150685
LW,39,"Gerla, Ty",1999-07-01 00:00:00,0,1,-2,0,2,0/0,1014970,2017-12-13 19:00:00,Oil Kings,350,1,2,36,11,18.465753424657535
D,5,"Paradis, Colin",1998-04-27 00:00:00,0,0,-1,1,0,0/0,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,19.649315068493152
C,8,"Almeida, Justin ",1999-02-06 00:00:00,0,1,+1,2,0,9/19,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,18.86849315068493
LW,10,"Jeannot, Tanner  - A",1997-05-29 00:00:00,1,1,+2,3,2,1/1,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,20.561643835616437
LW,11,"Sheen, Barrett",1998-09-20 00:00:00,0,0,0,0,2,0/1,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,19.24931506849315
C,12,"Halbgewachs, Jayden  - A",1997-03-22 00:00:00,0,0,-3,1,0,0/0,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,20.747945205479454
D,13,"Kwiatkowski, Brenden *",2000-07-13 00:00:00,0,0,0,1,0,0/0,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,17.435616438356163
C,15,"Peckford, Ryan",1999-03-04 00:00:00,0,0,-3,1,0,0/0,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,18.797260273972604
D,16,"Hartje, Chase *",1999-12-17 00:00:00,0,0,0,0,0,0/0,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,18.008219178082193
LW,17,"Wood, Brecon",2000-12-05 00:00:00,0,0,0,1,0,0/0,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,17.03835616438356
C,18,"Popple, Tate *",2000-03-03 00:00:00,0,0,0,0,0,2/6,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,17.797260273972604
LW,19,"Burke, Brayden",1997-01-01 00:00:00,1,0,0,2,0,0/1,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,20.96712328767123
LW,20,"Klatt, Branden",1998-10-20 00:00:00,0,0,-1,1,0,6/9,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,19.167123287671235
LW,23,"Langan, Tristin",1998-12-15 00:00:00,0,0,-2,1,0,10/17,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,19.013698630136986
D,26,"Benson, Matthew *",2000-11-24 00:00:00,0,0,-1,0,0,0/0,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,17.068493150684933
C,27,"Burzan, Luka",2000-01-07 00:00:00,0,0,-1,1,0,0/0,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,17.95068493150685
C,37,"Loschiavo, Vince",1998-03-21 00:00:00,0,0,0,0,0,0/0,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,19.75068493150685
D,76,"Sosunov, Oleg",1998-04-13 00:00:00,0,1,-1,1,0,0/0,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,19.687671232876713
D,95,"Zaitsev, Dmitri",1998-01-18 00:00:00,0,1,-1,1,0,0/0,1014971,2017-12-15 19:00:00,Warriors,351,2,4,17,4,19.92054794520548
D,2,"Harrison, Devan *",2000-01-06 00:00:00,0,0,0,0,0,0/0,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,17.953424657534246
D,3,"Ludwar, Tylor",1999-09-12 00:00:00,0,0,-1,0,0,0/0,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,18.27123287671233
D,6,"Strange, Sean *",2000-01-25 00:00:00,0,0,0,0,0,0/0,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,17.9013698630137
D,7,"Zazula, Luke",2000-05-18 00:00:00,0,0,+1,3,2,0/0,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,17.589041095890412
LW,9,"Shepard, Jackson",2000-02-28 00:00:00,0,1,+1,0,0,0/0,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,17.80821917808219
LW,11,"Walton, Travis",1999-01-01 00:00:00,0,0,-1,1,0,0/0,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,18.96712328767123
C,16,"Chyzowski, Nick  - C",1997-06-03 00:00:00,0,0,+1,1,0,10/17,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,20.54794520547945
LW,17,"Stuart, Brodi *",2000-03-10 00:00:00,1,0,+1,4,0,0/0,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,17.778082191780822
C,18,"Zary, Connor *",2001-09-25 00:00:00,0,2,+1,1,0,2/6,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,16.232876712328768
RW,22,"Benjafield, Quinn",1998-02-02 00:00:00,0,0,0,2,0,0/0,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,19.87945205479452
LW,23,"Appelt, Ryley *",2000-01-28 00:00:00,0,0,-1,0,0,0/1,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,17.893150684931506
C,24,"Smith, Luc",1998-01-20 00:00:00,1,0,0,4,0,5/10,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,19.915068493150685
D,27,"Kneen, Nolan",1999-03-22 00:00:00,0,0,+1,4,0,0/0,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,18.747945205479454
LW,32,"Loewen, Jermaine",1998-01-18 00:00:00,2,0,+1,3,0,0/0,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,19.92054794520548
RW,34,"Denomie, Carson *",2000-01-27 00:00:00,1,0,+3,3,0,0/0,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,17.895890410958906
D,37,"Gatenby, Joe  - A",1997-05-15 00:00:00,0,0,+1,4,0,0/0,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,20.6
D,40,"Reagan, Brady  - A",1997-08-14 00:00:00,0,1,+1,3,0,0/0,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,20.350684931506848
C,41,"Pilon, Garrett",1998-04-13 00:00:00,0,0,+1,2,0,9/20,1014971,2017-12-15 19:00:00,Blazers,351,5,4,35,2,19.687671232876713
D,5,"Hayes, Zack",1999-04-24 00:00:00,0,0,-2,2,0,0/0,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,18.65753424657534
D,7,"Crossley, Austin",1999-06-30 00:00:00,0,0,-1,0,5,0/0,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,18.473972602739725
D,8,"Pachal, Brayden  - A",1999-08-23 00:00:00,0,0,-2,1,0,0/0,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,18.326027397260273
D,10,"Martin, Max",1999-07-25 00:00:00,1,0,0,3,2,0/0,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,18.405479452054795
C,11,"Moe, Spencer",2000-01-07 00:00:00,1,0,0,2,0,5/9,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,17.95068493150685
RW,15,"Jerome, D-Jay",1999-11-05 00:00:00,0,0,-2,0,2,0/0,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,18.123287671232877
D,16,"Rhinehart, Rhett *",2001-11-27 00:00:00,0,0,0,2,0,0/0,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,16.06027397260274
LW,18,"Miske, Curtis  - C",1997-01-17 00:00:00,0,0,-1,0,0,1/3,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,20.923287671232877
C,19,"Stallard, Jordy  - A",1997-09-18 00:00:00,1,0,-2,3,4,8/12,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,20.254794520547946
C,20,"Leason, Brett",1999-04-30 00:00:00,0,2,+1,0,0,2/4,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,18.64109589041096
C,22,"Miller, Carson",2000-02-10 00:00:00,0,0,-1,0,0,6/9,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,17.85753424657534
C,23,"Pearce, Eric *",2001-07-30 00:00:00,0,0,-2,0,0,0/1,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,16.389041095890413
LW,24,"Fonstad, Cole",2000-04-24 00:00:00,0,1,-2,0,0,0/0,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,17.654794520547945
C,25,"Montgomery, Sean",1998-03-07 00:00:00,0,0,0,2,0,5/11,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,19.78904109589041
RW,27,"Kelly, Parker  - A",1999-05-14 00:00:00,0,0,-2,2,2,4/8,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,18.602739726027398
C,28,"Skoleski, Devon",1997-09-15 00:00:00,0,0,0,0,0,3/8,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,20.263013698630136
LW,29,"Nachbaur, Justin *",2000-03-04 00:00:00,0,0,+1,1,0,1/3,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,17.794520547945204
D,34,"Herold, Adam",2001-04-12 00:00:00,0,0,0,0,0,0/0,1014972,2017-12-15 19:00:00,Raiders,352,3,3,18,15,16.687671232876713
D,2,"Hilsendager, James  - A",1997-03-20 00:00:00,0,2,+3,0,2,0/0,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,20.753424657534246
D,3,"Hair, Kelvin *",2000-05-17 00:00:00,0,0,0,0,0,0/0,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,17.59178082191781
D,4,"Ballhorn, Gordie  - A",1997-09-02 00:00:00,0,0,-1,1,0,0/0,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,20.2986301369863
D,6,"Korczak, Kaedan *",2001-01-29 00:00:00,0,0,0,0,2,0/0,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,16.887671232876713
D,7,"Zabransky, Libor *",2000-05-26 00:00:00,0,4,+3,4,0,0/0,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,17.567123287671233
LW,8,"Cowell, Jack",1999-05-02 00:00:00,0,0,-1,1,0,5/11,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,18.635616438356163
C,9,"Skvrne, Marek *",1999-08-06 00:00:00,0,0,+1,0,0,7/14,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,18.372602739726027
C,10,"Brennan, Ted *",2000-01-28 00:00:00,0,0,0,0,0,0/0,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,17.893150684931506
LW,14,"Kushniryk, Wil *",2000-01-27 00:00:00,1,1,+2,2,0,0/1,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,17.895890410958906
RW,16,"Lind, Kole",1998-10-16 00:00:00,3,0,0,5,0,1/2,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,19.17808219178082
LW,18,"Twarynski, Carsen  - A",1997-11-24 00:00:00,2,2,+1,2,0,1/4,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,20.07123287671233
LW,20,"Bruggen-Cate, Conner",1999-09-13 00:00:00,1,0,+1,4,0,1/2,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,18.268493150684932
D,21,"Pow, Kyle *",2000-03-11 00:00:00,0,1,+1,1,5,0/0,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,17.775342465753425
D,22,"Chizen, Braydyn",1998-05-09 00:00:00,0,0,+1,1,2,0/0,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,19.616438356164384
C,24,"Topping, Kyle",1999-11-18 00:00:00,0,2,+1,0,2,9/17,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,18.087671232876712
RW,26,"Kindree, Liam *",2000-01-02 00:00:00,0,0,-1,0,0,0/0,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,17.964383561643835
RW,28,"Mattson, Leif",1999-07-23 00:00:00,0,2,+2,3,0,0/0,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,18.410958904109588
LW,29,"Foote, Nolan",2000-11-29 00:00:00,0,0,+1,3,0,9/17,1014972,2017-12-15 19:00:00,Rockets,352,7,14,27,13,17.054794520547944
D,2,"Zamula, Egor *",2000-03-30 00:00:00,0,1,+1,0,0,0/0,1014973,2017-12-15 19:00:00,Pats,353,3,5,33,17,17.723287671232878
D,4,"Fleury, Cale  - A",1998-11-19 00:00:00,0,0,-2,3,0,0/0,1014973,2017-12-15 19:00:00,Pats,353,3,5,33,17,19.084931506849315
RW,11,"Sidaway, Tanner",1999-04-29 00:00:00,0,0,+1,0,0,0/0,1014973,2017-12-15 19:00:00,Pats,353,3,5,33,17,18.643835616438356
C,13,"Sloboshan, Wyatt",1997-01-24 00:00:00,1,0,0,4,0,7/15,1014973,2017-12-15 19:00:00,Pats,353,3,5,33,17,20.904109589041095
