position,number,name,birthday,goals,assists,+/-,shots,pims,fow,game ID,game date,team,game number,team goals,team assists,team shots,team pims,player age
D,20,"Schlichting, Connor  - A",1997-05-17 00:00:00,0,1,-1,4,0,0/0,22743,2018-01-01 16:00:00,Sting,363,1,2,32,8,20.64109589041096
LW,23,"Egert, Curtis",1999-02-04 00:00:00,0,0,-2,0,0,0/0,22743,2018-01-01 16:00:00,Sting,363,1,2,32,8,18.92054794520548
C,26,"Sproviero, Franco",1998-08-05 00:00:00,0,0,-1,1,0,4/14,22743,2018-01-01 16:00:00,Sting,363,1,2,32,8,19.421917808219177
RW,27,"Josling, Sean",1999-03-22 00:00:00,0,0,0,3,0,0/1,22743,2018-01-01 16:00:00,Sting,363,1,2,32,8,18.794520547945204
D,28,"Hatcher, Kelton",1999-04-19 00:00:00,0,0,-1,0,2,0/0,22743,2018-01-01 16:00:00,Sting,363,1,2,32,8,18.71780821917808
C,39,"Rees, Jamieson *",2001-02-26 00:00:00,0,0,0,2,0,3/9,22743,2018-01-01 16:00:00,Sting,363,1,2,32,8,16.85753424657534
LW,46,"Leufvenius, Hugo",1999-03-26 00:00:00,0,0,0,1,0,0/1,22743,2018-01-01 16:00:00,Sting,363,1,2,32,8,18.783561643835615
D,48,"Hogue, Alexandre *",2001-02-14 00:00:00,0,0,-2,3,0,0/0,22743,2018-01-01 16:00:00,Sting,363,1,2,32,8,16.89041095890411
D,77,"Kammerer, Colton *",2001-10-21 00:00:00,0,0,-1,1,0,0/0,22743,2018-01-01 16:00:00,Sting,363,1,2,32,8,16.208219178082192
D,5,"Ennis, William",2000-05-31 00:00:00,0,1,+1,1,0,0/0,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,17.6
D,6,"Allen, Sean",1998-04-21 00:00:00,0,0,+2,1,0,0/0,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,19.71232876712329
LW,7,"McCool, Hayden",1997-04-11 00:00:00,0,0,0,3,2,5/6,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,20.73972602739726
RW,8,"Noel, Serron",2000-08-08 00:00:00,1,1,+1,5,0,0/0,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,17.410958904109588
C,12,"Commisso, Domenico",1998-02-19 00:00:00,1,0,+1,1,0,10/14,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,19.87945205479452
C,15,"MacLean, Kyle  - A",1999-04-29 00:00:00,0,1,+1,2,4,2/5,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,18.69041095890411
LW,17,"Krastenbergs, Renars",1998-12-26 00:00:00,0,0,0,2,0,0/0,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,19.03013698630137
LW,19,"Henderson, Eric",1998-04-23 00:00:00,0,1,+1,0,2,0/0,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,19.706849315068492
D,21,"Brassard, Matt  - A",1998-08-08 00:00:00,0,2,+1,6,4,0/0,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,19.413698630136988
C,23,"Studnicka, Jack  - C",1999-02-18 00:00:00,1,2,+2,4,0,13/21,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,18.882191780821916
D,24,"Blacker, Ian",1999-05-27 00:00:00,0,0,+2,1,0,0/0,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,18.613698630136987
RW,25,"Huether, Kenny",1997-08-06 00:00:00,0,1,0,2,0,0/0,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,20.41917808219178
D,37,"Di Carlo, Alex",1997-03-25 00:00:00,0,0,0,3,0,0/0,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,20.786301369863015
D,42,"Brewer, Mitchell *",2001-03-20 00:00:00,0,0,0,0,0,0/0,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,16.797260273972604
C,61,"McShane, Allan",2000-02-14 00:00:00,0,0,0,0,0,12/18,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,17.893150684931506
RW,67,"Harrogate, Brendan",1998-02-13 00:00:00,0,1,+1,1,0,0/0,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,19.895890410958906
LW,90,"Antropov, Danil",2000-12-20 00:00:00,0,0,0,0,0,0/0,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,17.043835616438358
C,96,"Wong, Nick *",2001-09-17 00:00:00,2,0,+1,3,0,3/5,22744,2018-01-01 14:05:00,Generals,364,5,10,35,12,16.301369863013697
D,3,"Thilander, Adam",1998-09-18 00:00:00,0,0,-2,6,0,0/0,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,19.301369863013697
D,4,"Dineen, Cam  - A",1998-06-19 00:00:00,0,0,-1,2,0,0/0,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,19.55068493150685
D,5,"Saban, Jesse  - A",1997-01-14 00:00:00,0,0,-2,2,0,0/0,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,20.97808219178082
D,6,"Mailhot, Travis *",2000-01-17 00:00:00,0,0,0,1,0,0/0,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,17.96986301369863
D,8,"Bruce, Riley  - C",1997-07-16 00:00:00,0,0,-1,3,0,0/0,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,20.476712328767125
D,10,"King, Nick",1999-01-13 00:00:00,0,0,0,2,0,0/0,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,18.980821917808218
C,12,"McKenzie, Brett  - A",1997-03-12 00:00:00,0,0,-1,4,2,10/22,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,20.82191780821918
C,14,"Evans, Kurtis *",2001-04-21 00:00:00,0,0,0,3,0,0/0,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,16.70958904109589
RW,15,"Brown, Patrick *",2000-03-21 00:00:00,0,0,0,0,0,3/8,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,17.794520547945204
C,16,"Potts, Kyle",1998-05-26 00:00:00,0,0,-1,0,0,6/19,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,19.616438356164384
RW,17,"Brazeau, Justin",1998-02-02 00:00:00,0,0,-1,4,0,0/1,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,19.926027397260274
RW,19,"Baker, Andy",1999-05-15 00:00:00,0,0,-1,2,0,0/0,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,18.646575342465752
RW,21,"Coe, Brandon *",2001-12-01 00:00:00,0,0,-1,3,0,0/0,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,16.095890410958905
LW,24,"Chenier, Brad",1999-01-20 00:00:00,0,0,-1,3,2,0/1,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,18.96164383561644
LW,25,"Burghardt, Luke",1998-05-12 00:00:00,0,0,0,1,2,1/2,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,19.654794520547945
RW,26,"Robert, Alex",1999-07-06 00:00:00,0,0,0,1,0,0/0,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,18.504109589041096
C,27,"McMaster, Adam",2000-02-24 00:00:00,0,0,-1,1,0,4/16,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,17.865753424657534
LW,28,"Moncada, Luke",2000-05-29 00:00:00,0,0,-1,0,0,0/0,22744,2018-01-01 14:05:00,Battalion,364,0,0,38,6,17.605479452054794
D,2,"Fraser, Cole",1999-08-23 00:00:00,0,1,+3,1,2,0/0,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,18.372602739726027
D,4,"Timms, Matthew",1998-05-12 00:00:00,1,0,-1,3,0,0/0,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,19.654794520547945
D,5,"Black, Alex  - A",1997-09-12 00:00:00,0,0,-1,1,0,0/0,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,20.317808219178083
D,6,"Osmanski, Austin",1998-04-30 00:00:00,0,0,-1,0,0,0/0,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,19.687671232876713
D,7,"Babintsev, Gleb *",2000-01-08 00:00:00,0,0,-1,0,0,0/0,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,17.994520547945207
C,11,"Gallant, Zach",1999-03-06 00:00:00,0,0,0,3,0,12/29,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,18.838356164383562
C,12,"Paquette, Christopher",1998-03-27 00:00:00,0,0,0,2,0,2/2,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,19.78082191780822
RW,14,"Dow, Bobby",1998-11-05 00:00:00,0,1,-2,1,2,0/0,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,19.16986301369863
LW,15,"Isaacson, Nick",1999-08-11 00:00:00,1,1,+2,5,0,1/1,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,18.405479452054795
C,16,"Robertson, Nick *",2001-09-11 00:00:00,0,0,0,0,0,3/6,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,16.317808219178083
RW,17,"Gogolev, Pavel",2000-02-19 00:00:00,0,0,0,4,0,0/0,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,17.87945205479452
C,19,"Der-Arguchintsev, Semyon",2000-09-15 00:00:00,0,1,+1,0,0,5/13,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,17.306849315068494
C,21,"Ang, Jonathan  - A",1998-01-31 00:00:00,0,1,-1,3,0,5/16,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,19.931506849315067
RW,22,"Denault, Chad *",2000-04-17 00:00:00,0,0,0,0,0,0/0,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,17.720547945205478
LW,23,"Svoboda, Matyas",1999-01-02 00:00:00,0,0,0,0,0,0/0,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,19.01095890410959
D,24,"Beraldo, Adrien *",2000-01-13 00:00:00,0,0,+2,1,0,0/0,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,17.980821917808218
RW,25,"Korostelev, Nikita",1997-02-08 00:00:00,1,1,+2,5,0,0/0,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,20.90958904109589
C,28,"DeNoble, Logan  - C",1997-10-15 00:00:00,1,0,-1,3,0,2/3,22745,2018-01-01 14:05:00,Petes,365,4,6,32,4,20.22739726027397
D,3,"Ladd, Grayson *",2001-03-01 00:00:00,0,0,0,0,0,0/0,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,16.84931506849315
RW,4,"Garreffa, Joseph",1999-08-09 00:00:00,0,4,+2,0,0,11/18,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,18.410958904109588
D,5,"Gentles, Kyle",1998-05-30 00:00:00,0,1,0,0,0,0/0,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,19.605479452054794
D,7,"Hall, Connor  - A",1998-02-21 00:00:00,0,1,+1,2,0,0/0,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,19.873972602739727
D,9,"York, Jack *",2000-09-17 00:00:00,0,0,+1,0,0,0/0,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,17.301369863013697
RW,10,"Henderson, Jake",1997-02-12 00:00:00,0,0,-1,2,0,1/2,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,20.898630136986302
D,11,"Vallati, Giovanni",2000-02-21 00:00:00,0,1,-1,1,2,0/0,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,17.873972602739727
C,13,"Damiani, Riley",2000-03-20 00:00:00,0,0,0,2,2,13/21,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,17.797260273972604
LW,17,"Petizian, Mike *",2001-02-20 00:00:00,0,0,0,0,0,0/0,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,16.873972602739727
D,20,"Stanley, Logan  - A",1998-05-26 00:00:00,0,0,-2,6,2,0/0,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,19.616438356164384
LW,21,"McHugh, Nick",1999-02-13 00:00:00,0,0,0,2,0,0/0,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,18.895890410958906
LW,23,"Mascherin, Adam  - A",1998-06-06 00:00:00,4,0,+2,9,0,0/0,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,19.586301369863012
RW,26,"Carter, Cole",1998-07-06 00:00:00,0,0,-1,1,0,0/0,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,19.504109589041096
C,74,"Bunnaman, Connor  - C",1998-04-16 00:00:00,0,0,0,4,0,1/5,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,19.726027397260275
RW,88,"Meireles, Greg",1999-01-01 00:00:00,0,1,-1,3,0,8/14,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,19.013698630136986
C,89,"Guest, Eric",2000-04-25 00:00:00,0,0,-1,0,0,6/9,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,17.698630136986303
RW,92,"Sherwood, Kole",1997-01-22 00:00:00,1,1,+1,6,2,0/0,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,20.956164383561642
C,96,"Hugg, Rickard",1999-01-18 00:00:00,0,0,-2,2,0,0/1,22745,2018-01-01 14:05:00,Rangers,365,5,9,40,8,18.96712328767123
D,3,"Ladd, Grayson *",2001-03-01 00:00:00,0,0,+1,0,0,0/0,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,16.852054794520548
RW,4,"Garreffa, Joseph",1999-08-09 00:00:00,0,1,+2,3,0,8/12,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,18.413698630136988
D,5,"Gentles, Kyle",1998-05-30 00:00:00,1,0,+1,1,0,0/0,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,19.60821917808219
D,7,"Hall, Connor",1998-02-21 00:00:00,0,0,0,0,4,0/0,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,19.876712328767123
D,9,"York, Jack *",2000-09-17 00:00:00,0,0,+1,2,0,0/0,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,17.304109589041097
RW,10,"Henderson, Jake  - A",1997-02-12 00:00:00,0,0,0,2,0,3/4,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,20.9013698630137
D,11,"Vallati, Giovanni",2000-02-21 00:00:00,0,0,0,1,0,0/0,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,17.876712328767123
C,13,"Damiani, Riley",2000-03-20 00:00:00,1,0,0,4,0,3/10,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,17.8
LW,17,"Petizian, Mike *",2001-02-20 00:00:00,0,0,0,4,0,0/0,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,16.876712328767123
D,20,"Stanley, Logan  - A",1998-05-26 00:00:00,1,0,+1,3,2,0/0,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,19.61917808219178
LW,21,"McHugh, Nick",1999-02-13 00:00:00,0,0,0,1,2,0/0,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,18.898630136986302
LW,23,"Mascherin, Adam  - A",1998-06-06 00:00:00,0,1,+2,2,0,0/0,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,19.589041095890412
RW,26,"Carter, Cole",1998-07-06 00:00:00,0,0,0,2,0,2/3,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,19.506849315068493
C,74,"Bunnaman, Connor  - C",1998-04-16 00:00:00,0,0,0,1,2,3/8,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,19.72876712328767
RW,88,"Meireles, Greg",1999-01-01 00:00:00,0,0,0,2,0,4/11,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,19.016438356164382
C,89,"Guest, Eric",2000-04-25 00:00:00,0,0,0,1,0,5/11,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,17.7013698630137
RW,92,"Sherwood, Kole",1997-01-22 00:00:00,0,2,+2,3,0,2/4,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,20.958904109589042
C,96,"Hugg, Rickard",1999-01-18 00:00:00,0,0,0,3,0,0/0,22746,2018-01-02 19:00:00,Rangers,366,3,4,35,10,18.96986301369863
D,2,"Tucker, Tyler",2000-03-01 00:00:00,0,0,-1,2,2,0/0,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,17.852054794520548
D,4,"Keane, Joey  - A",1999-07-02 00:00:00,0,0,0,4,0,0/0,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,18.517808219178082
D,5,"Cameron, Christopher",1999-05-29 00:00:00,0,0,-1,0,0,0/0,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,18.610958904109587
D,6,"Hadfield, Victor *",2000-09-21 00:00:00,0,0,0,1,0,0/0,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,17.293150684931508
LW,8,"Chiodo, Lucas  - A",1998-10-31 00:00:00,0,0,0,0,0,0/0,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,19.186301369863013
D,10,"Murray, Justin  - C",1998-08-22 00:00:00,0,0,-1,1,2,0/0,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,19.378082191780823
RW,15,"Peca, Jaden",1999-04-18 00:00:00,0,0,-1,6,0,0/1,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,18.723287671232878
LW,16,"Hawerchuk, Ben  - A",1998-03-27 00:00:00,0,0,-1,2,2,3/6,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,19.783561643835615
C,18,"Magwood, Zachary",1998-04-22 00:00:00,0,0,0,6,0,3/3,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,19.71232876712329
C,19,"Willms, Jason",1999-02-08 00:00:00,0,0,0,5,0,6/15,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,18.912328767123288
C,22,"Bignell, Luke *",2000-11-03 00:00:00,0,0,-1,0,2,6/11,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,17.175342465753424
RW,23,"Brown, Aidan",1999-09-23 00:00:00,0,0,0,1,0,0/0,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,18.29041095890411
D,24,"Fergus, TJ",1997-03-25 00:00:00,0,0,0,3,2,0/0,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,20.78904109589041
C,25,"Heitzner, Kyle",1999-07-17 00:00:00,0,0,-1,1,0,1/2,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,18.476712328767125
C,61,"Suzuki, Ryan *",2001-05-28 00:00:00,0,0,0,2,0,0/0,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,16.610958904109587
D,72,"Allensen, Nathan *",2001-05-03 00:00:00,0,0,-1,1,0,0/0,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,16.67945205479452
C,91,"Luchuk, Aaron",1997-04-05 00:00:00,0,0,-1,5,0,13/23,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,20.75890410958904
C,92,"Rhodes, Sam *",2000-02-19 00:00:00,0,0,-1,3,0,1/2,22746,2018-01-02 19:00:00,Colts,366,0,0,43,10,17.882191780821916
D,2,"Byrne, Mitchell",1998-03-04 00:00:00,0,0,-1,0,0,0/0,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,19.84931506849315
D,3,"Martin, Ryan",1999-06-14 00:00:00,0,0,+1,0,0,0/0,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,18.56986301369863
D,6,"Sambrook, Jordan  - A",1998-04-11 00:00:00,0,1,+2,3,2,0/0,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,19.745205479452054
LW,7,"Girhiny, Christian",1998-08-21 00:00:00,1,0,+1,1,0,0/0,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,19.383561643835616
LW,9,"Maksimovich, Kyle  - A",1998-03-10 00:00:00,1,0,0,2,0,1/1,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,19.832876712328765
C,10,"Sproule, Emmett *",2001-03-19 00:00:00,1,0,0,1,0,0/0,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,16.805479452054794
C,15,"Patry, Stephane *",2000-02-18 00:00:00,0,0,0,0,0,0/0,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,17.887671232876713
D,20,"Wainman, Josh",1999-02-20 00:00:00,0,0,-1,1,0,0/0,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,18.882191780821916
LW,21,"Fellows, Patrick",1997-06-17 00:00:00,0,1,+1,1,2,2/5,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,20.561643835616437
C,22,"Mack, Joseph *",2000-01-06 00:00:00,0,1,+1,0,0,3/5,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,18.005479452054793
RW,27,"Lodnia, Ivan",1999-08-31 00:00:00,0,1,0,2,0,9/18,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,18.356164383561644
RW,29,"Yetman, Chad *",2000-02-18 00:00:00,0,1,0,1,0,0/0,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,17.887671232876713
D,34,"Duff, Jack *",2000-01-23 00:00:00,0,0,+2,2,0,0/0,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,17.958904109589042
C,39,"Poddubnyi, Gera",1999-06-09 00:00:00,0,0,-1,4,0,8/13,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,18.583561643835615
RW,46,"Robinson, Cade",1999-10-22 00:00:00,0,0,0,2,4,0/1,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,18.213698630136985
D,47,"Headrick, Owen  - A",1997-08-23 00:00:00,0,0,-1,3,0,0/0,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,20.378082191780823
LW,77,"Golod, Maxim *",2000-08-18 00:00:00,0,0,0,1,0,0/0,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,17.389041095890413
C,96,"Gritz, Alex",2000-09-15 00:00:00,0,0,+1,3,0,7/16,22747,2018-01-03 19:00:00,Otters,367,3,5,27,8,17.312328767123287
D,2,"Wells, Ryan",1999-08-18 00:00:00,0,0,-1,1,0,0/0,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,18.39178082191781
D,4,"Walker, Isaac *",2000-03-16 00:00:00,0,0,0,0,0,0/0,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,17.813698630136987
D,6,"Gibson, Stephen",1997-03-03 00:00:00,0,0,+1,1,0,0/0,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,20.852054794520548
LW,7,"Little, Michael",2000-02-21 00:00:00,0,0,0,1,2,1/4,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,17.87945205479452
RW,11,"Schwindt, Cole *",2001-04-25 00:00:00,0,0,-2,1,2,0/1,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,16.704109589041096
LW,12,"Canade, Nicholas *",2000-03-07 00:00:00,0,0,-1,1,0,0/0,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,17.838356164383562
D,16,"Hardy, Mason *",2000-04-03 00:00:00,0,0,0,0,0,0/0,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,17.764383561643836
C,19,"McKinnon, Ian",1998-03-05 00:00:00,0,0,-2,0,0,0/0,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,19.846575342465755
D,22,"Gravelle, Jake *",2000-05-01 00:00:00,0,0,0,0,0,0/0,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,17.687671232876713
RW,28,"Titus, Matthew",1999-05-15 00:00:00,0,0,0,0,0,0/0,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,18.65205479452055
D,41,"Hague, Nicolas  - C",1998-12-05 00:00:00,0,3,0,5,2,0/0,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,19.09315068493151
LW,47,"Fox, Trent",1997-07-16 00:00:00,1,2,0,6,0,4/8,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,20.482191780821918
D,48,"Harley, Thomas *",2001-08-19 00:00:00,0,0,-2,1,0,0/0,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,16.386301369863013
RW,67,"Varga, Adam *",2001-06-07 00:00:00,0,0,-1,0,0,0/0,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,16.586301369863012
RW,74,"Tippett, Owen  - A",1999-02-16 00:00:00,2,1,+2,4,0,0/0,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,18.893150684931506
C,91,"McLeod, Ryan  - A",1999-09-21 00:00:00,1,2,0,1,0,9/19,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,18.2986301369863
C,92,"Washkurak, Keean *",2001-08-16 00:00:00,0,0,-1,1,0,1/3,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,16.394520547945206
RW,93,"Foget, Mathieu",1997-03-06 00:00:00,1,2,+1,2,0,14/24,22747,2018-01-03 19:00:00,Steelheads,367,5,10,25,6,20.843835616438355
D,5,"Lemcke, Justin  - C",1997-02-13 00:00:00,0,0,+3,3,2,0/0,22748,2018-01-03 19:00:00,Bulldogs,368,7,9,36,12,20.9013698630137
D,7,"Landry, Kade",1999-05-03 00:00:00,0,1,+2,2,2,0/0,22748,2018-01-03 19:00:00,Bulldogs,368,7,9,36,12,18.684931506849313
D,9,"Webb, Reilly",1999-05-04 00:00:00,0,0,+1,0,0,0/0,22748,2018-01-03 19:00:00,Bulldogs,368,7,9,36,12,18.682191780821917
LW,10,"Caamano, Nicholas",1998-09-07 00:00:00,0,1,+1,3,2,0/3,22748,2018-01-03 19:00:00,Bulldogs,368,7,9,36,12,19.336986301369862
RW,11,"Nurse, Isaac",1999-03-16 00:00:00,2,0,+2,3,0,0/0,22748,2018-01-03 19:00:00,Bulldogs,368,7,9,36,12,18.816438356164383
C,14,"Bitten, Will",1998-07-10 00:00:00,1,1,+2,1,2,4/4,22748,2018-01-03 19:00:00,Bulldogs,368,7,9,36,12,19.4986301369863
LW,15,"Mutter, Navrin *",2001-03-15 00:00:00,0,0,0,0,2,1/1,22748,2018-01-03 19:00:00,Bulldogs,368,7,9,36,12,16.816438356164383
LW,16,"Burnell, Owen",1998-08-24 00:00:00,0,0,0,0,0,0/0,22748,2018-01-03 19:00:00,Bulldogs,368,7,9,36,12,19.375342465753423
C,17,"Saigeon, Brandon",1998-06-14 00:00:00,0,0,+1,4,0,9/18,22748,2018-01-03 19:00:00,Bulldogs,368,7,9,36,12,19.56986301369863
LW,18,"Strome, Matthew",1999-01-06 00:00:00,2,0,+2,2,0,0/2,22748,2018-01-03 19:00:00,Bulldogs,368,7,9,36,12,19.005479452054793
C,19,"Garagan, Ben",1999-01-06 00:00:00,0,1,+1,1,0,1/1,22748,2018-01-03 19:00:00,Bulldogs,368,7,9,36,12,19.005479452054793
D,22,"Hanley, Jack  - A",1998-04-20 00:00:00,0,0,+1,2,0,0/0,22748,2018-01-03 19:00:00,Bulldogs,368,7,9,36,12,19.720547945205478
RW,34,"Kaliyev, Arthur *",2001-06-26 00:00:00,1,1,+2,4,0,0/0,22748,2018-01-03 19:00:00,Bulldogs,368,7,9,36,12,16.534246575342465
C,40,"Moore, Ryan",1997-04-09 00:00:00,0,2,+2,1,2,8/16,22748,2018-01-03 19:00:00,Bulldogs,368,7,9,36,12,20.75068493150685
D,42,"Gleason, Benjamin  - A",1998-03-25 00:00:00,0,0,+1,2,0,0/0,22748,2018-01-03 19:00:00,Bulldogs,368,7,9,36,12,19.791780821917808
RW,44,"Entwistle, MacKenzie  - A",1999-07-14 00:00:00,1,1,+2,4,0,4/6,22748,2018-01-03 19:00:00,Bulldogs,368,7,9,36,12,18.487671232876714
